,Unnamed: 0,name,id,top_kpop,genre,followers,name_lower
312,689, DINDIN,63cvWayCvPbWYNDi537w0z,0,['korean r&b'],30222,dindin
408,881, Diplo,5fMUXHkw8R8eOP2RNVYEZX,0,"['edm', 'electro house', 'house', 'moombahton', 'pop', 'pop dance', 'tropical house']",2539536,diplo
277,599, DJ Juice,0bJKaJ5AdUz5nDFDRGfKPJ,0,[],884,dj juice
509,1132, DJ Wegun,7p552gLGzaDKXB5sETgTEP,0,['k-rap'],13552,dj wegun
310,679,Dmitri Shostakovich,6s1pCNXcbdtQJlsnM1hRIA,0,"['classical', 'compositional ambient', 'russian modern classical']",350157,dmitri shostakovich
478,1053, Do Hee,6amUcIkH1FzHNdazkXPJfu,0,[],1,do hee
161,340, Dok2,0rW6fVd3yuW2CF2sLYWQtE,0,"['k-rap', 'korean old school hip hop']",120178,dok2
166,360, Don Mills,6bIsFWNkjQvSm5P4rqlxKn,0,['k-rap'],13554,don mills
37,75, Dong Ho,7JlxObEsleDXA54OFIl9zj,0,[],1,dong ho
23,43,DONGHAE,5X9KszkeEZd6c9wxRhucbV,0,[],1459,donghae
400,867, Dotairs,5G2JpnSKByAUJJltANwwyc,0,[],0,dotairs
244,517, DPR LIVE,0siBQaURCli5wn2lqv8WZg,0,['korean r&b'],914442,dpr live
89,165,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,0,"['dance pop', 'pop', 'uk pop']",39172674,dua lipa
357,777, DVBBS,5X4LWwbUFNzPkEas04uU82,0,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']",1032653,dvbbs
290,635, Dvwn,6WWUJGBY4ETAE22tRmgJ8b,0,['chill r&b'],192948,dvwn
500,1096, Dynamicduo,4nvFFLtv7ZqoTr83387uK4,0,"['k-rap', 'korean pop', 'korean r&b']",150637,dynamicduo
195,425, Eb,2eUiUWPlCfSEuRuPTVeRf5,0,[],4,eb
268,575,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0,"['pop', 'uk pop']",110756302,ed sheeran
407,880,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,0,"['dance pop', 'edm', 'indietronica', 'metropopolis', 'pop', 'uk pop']",11781117,ellie goulding
421,909, ESAI,1mv8s2gObjHHdnlSGVW1pE,0,[],757,esai
316,703, Eunha Lee,2hOvcsM1Zu4d9srPgglhat,0,[],4,eunha lee
198,432,EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,1,"['k-pop', 'k-pop girl group']",1744404,everglow
199,434,EXID,1xs6WFotNQSXweo0GXrS0O,1,"['k-pop', 'k-pop girl group']",1493203,exid
201,436,f(x),3wRA5UYoo08BBKJnzyKkpF,1,"['k-pop', 'k-pop girl group']",1253545,f(x)
204,442,F.CUZ,6UrHKmUKaKUnF7WiScbG6G,1,['k-pop'],31880,f.cuz
507,1125, Fanxy Child,1CBjkH9nDLzLdyjXnwsXyv,0,[],4329,fanxy child
258,559, FIESTAR,3IVjXrnR0npv1LY24kQSzd,0,"['k-pop', 'k-pop girl group']",150354,fiestar
122,235, FIFA Sound,5C01hDqpEmrmDfUhX9YWsH,0,[],168203,fifa sound
420,907, Fox Stevenson,2BQWHuvxG4kMYnfghdaCIy,0,"['dancefloor dnb', 'edm', 'electro house']",210356,fox stevenson
135,268, Frants,7qxLQ0CByGfbd3HdL7ilR8,0,[],599,frants
207,446,FTISLAND,6KhH771vq2X2Aom91nNzpZ,1,"['k-pop', 'k-pop boy group', 'k-rock', 'korean pop']",458242,ftisland
85,156, G-DRAGON,30b9WulBM8sFuBo17nNq9c,0,"['k-pop', 'k-rap']",2864843,g-dragon
115,210, G.NA,3hzcooxMtbApMTvvn6XKVA,0,['k-pop'],171089,g.na
322,718, G.Soul,0fLesFHNsJpalRtqzSYxnd,0,[],357,g.soul
313,691,G2,4ueZwsEtcqcO0IZywqgk66,0,['k-rap'],21809,g2
175,373,Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,0,"['k-rap', 'korean r&b']",119937,gaeko
128,251, Galantis,4sTQVOfp9vEMCemLw50sbu,0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",3337663,galantis
399,866,Gbabson,70r4aIjcz5L3w0eVQXuDrY,0,[],60,gbabson
83,152,GD&TOP,3e3oLJehq4vQl2H0FAJnvn,0,"['k-pop', 'k-rap']",601679,gd&top
447,989, GINJO,75vTLAnhUDaUwzjPCKvaJM,0,[],5641,ginjo
425,916, GIRIBOY,2MtHuR0W2idZdF7x4wddqq,0,"['k-rap', 'korean r&b']",330840,giriboy
210,450,Girl's Day,13kJgvU22LHMsJtGWLmx7W,1,"['k-pop', 'k-pop girl group']",698564,girl's day
212,452,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,1,"['k-pop', 'k-pop girl group']",2380552,girls' generation
341,752, Golden Child,5zShiwTHlygdfsXj6eavTu,0,"['k-pop', 'k-pop boy group']",625445,golden child
217,461,GOT7,6nfDaffa50mKtEOwR8g4df,1,"['k-pop', 'k-pop boy group']",6494698,got7
506,1123, GSoul,4oEXworvhegyK83rZwVyWL,0,"['chill r&b', 'k-pop', 'korean r&b']",209810,gsoul
218,463,Gummy,0hRHbwZ0xSwfVHl4FTv7jq,1,"['k-pop', 'korean pop']",302661,gummy
118,229, Ha Yeon Su,5mKdz6Mcx2sor5hY9A8Rg4,0,[],18,ha yeon su
379,828,Haha,3lY2yvsj2BSiYSA8PcPGqF,0,[],13637,haha
133,263,Halsey,26VFTg2z8YR0cCuwLzESi2,0,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",19786848,halsey
335,743, Han Hyo Joo,5ycLZztc53MN3TlzAsr1Yj,0,[],88,han hyo joo
295,644, Han Seung Yeon,5kUgUgo1jFoAOiaiv8OP0o,0,[],2037,han seung yeon
487,1072, Han sun hwa,3zfGhm4kLXQ8o4xJewVGO5,0,[],0,han sun hwa
276,598, Hanhae,1CjHzclPOS2unF1vRtgurF,0,['k-rap'],25732,hanhae
185,392, Hanna,3PD0VSypOTIzOWHW1FmVba,0,[],7,hanna
162,346, Hash Swan,3yVEZNS0ateVfoj8FuazKg,0,['k-rap'],93980,hash swan
394,858, HEIZE,5dCvSnVduaFleCnyy98JMo,0,"['k-pop', 'korean pop', 'korean r&b']",1094765,heize
239,502,HELLOVENUS,3TW9U1f93tpGBsEtCSf7JG,1,"['k-pop', 'k-pop girl group']",251667,hellovenus
257,556,HIGH4,3cpG0SJLIJ1qpQfjmlWlzo,0,['k-pop boy group'],60023,high4
368,802, Hitchhiker,5ePDPFrSdmaieYrKrPDJPx,0,['korean hyperpop'],19127,hitchhiker
492,1082, HOONY,3d3m8vJE5Vr38UTAMWs66v,0,[],96,hoony
57,106,Huh Gak,49vOeJAPxAz6YmVZPNM7ys,0,"['k-pop', 'korean pop']",85754,huh gak
294,641, HUR YOUNG JI,0FUmt6iMoB9sJpxZuWkOI5,0,[],895,hur young ji
241,505,Hwa Sa,7bmYpVgQub656uNTu6qGNQ,1,"['k-pop', 'korean talent show']",3887897,hwa sa
152,303, Hwanhee,4ezpY3tmP9KtaOOnWpDmIp,0,"['korean ost', 'korean pop']",24664,hwanhee
480,1057, Hwayoung,79bfJJgSFky7U35QruEWMV,0,[],8,hwayoung
38,76, Hye Rim,37qp8U9zJIHh4UseRqcqX2,0,[],55,hye rim
205,443, hyeon seo park,3ikV9ZwFZz1DDiTc6xbMAW,0,[],374,hyeon seo park
304,657, HYNN,64jfAecBriamQmMs0WAKtj,0,['korean pop'],33352,hynn
375,822,HYOJUNG,6seuyGQ3Fq56sS06YVPsOk,0,[],2244,hyojung
164,350,HYOLYN,78sJswwVn4P8aEhkF4K6fQ,0,"['k-pop', 'korean r&b']",754435,hyolyn
468,1032, iann dior,6ASri4ePR7RlsvIQgWPJpS,0,"['melodic rap', 'pop', 'pop rap']",1710078,iann dior
274,591, ILLSON,1o3mKG33qvuXI2s3HXTkYd,0,['k-rap'],10704,illson
251,536, Imad Royal,6OgklJh1e1Z9S1Q2IQsHgy,0,[],15187,imad royal
286,626,inverness,17aCDXnpzF1XYVe0QrsRvs,0,['gaming edm'],11420,inverness
191,418, IRIN,1vttSluVztvILtXVXVeqtu,0,[],2,irin
246,526,ITZY,2KC9Qb60EaY0kW4eH68vr3,1,['k-pop girl group'],5299609,itzy
45,86, IU,3HqSLMAZ3g3d5poNaI7GOU,1,['k-pop'],7874219,iu
264,570,IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,1,"['k-pop', 'k-pop girl group']",1739232,iz*one
190,417, J-Cera,3MhLDkENRwJOmFU5MSeLjZ,0,['korean pop'],2451,j-cera
511,1140, J-Tong,70DqoppP3xK7LgtYiccxfZ,0,[],1107,j-tong
297,646, J.seph,1LCD1ZKF5V4lWQKf5810yx,0,[],453,j.seph
224,470, J.UNA,7oppHhvVWHX7WeGYjEOL6y,0,[],13790,j.una
391,851,J.Y. Park,1TTx0YcbKUtJIZY1HEnh9B,1,['classic k-pop'],110194,j.y. park
516,1168, Ja Mezz,1q1Fe4tXiu1Weq4U0uhqPi,0,['k-rap'],25346,ja mezz
9,15, Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,0,"['alt z', 'electropop', 'indie poptimism', 'pop', 'social media pop']",419775,jaira burns
289,631, JAMIE,2YXlVLKq3X3soXd2aXUtIT,0,['k-pop'],673019,jamie
319,711,Jang Won Ki,0O8LdVYrZzNAClMUdQhyGA,0,[],15,jang won ki
132,260, Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,0,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",11774641,jason derulo
131,259,Jawsh 685,56mfhUDKa1vec6rSLZV5Eg,0,['nz pop'],109826,jawsh 685
179,380, Jay Park,4XDi67ZENZcbfKnvMnTYsI,0,"['k-pop', 'k-rap', 'korean r&b', 'pop']",1913758,jay park
504,1114, JeHwi,269A1U75KOCFyPAiXq4sjT,0,[],11274,jehwi
298,647, Jeon So Min,1J3BfBC9Z9VRIpEUB64Rbw,0,[],629,jeon so min
27,48,JEON WOONG,7HkRTmxvjlJxL3lEOSxpqN,0,[],46671,jeon woong
267,574,Jessi,64k5e9kV9MdukXjFrR5R37,1,['k-pop'],1655905,jessi
216,460, Jessica,7jPVuaaHLs4QVSuN561jZt,0,['k-pop'],382986,jessica
377,824, Jiho,5k4usYTOytsTDumir9NDEb,0,[],199,jiho
97,179, Jo Hyun Ah,7aVeZFWXIC3g4b0Tn68ZtI,0,[],5125,jo hyun ah
102,188, Jo PD,5vQNUEPwDQboBgAHhX6EZn,0,[],2,jo pd
68,125,JONG UP (B.A.P),0sSAFVekiDtX7PXDQvHnlK,0,[],5781,jong up (b.a.p)
443,980,JONGHYUN,5rGgflnIpRNizTCozbYBuY,0,['k-pop'],793578,jonghyun
117,219, Joo,5DKI4lr414kDPDuIU2BDR7,0,[],368,joo
455,1011,JooHyun Oak,22GsBXoNH88NIr7Rl8k7oz,0,['korean musicals'],299,joohyun oak
138,276, Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,0,"['chicago rap', 'melodic rap', 'rap']",28391400,juice wrld
486,1071, Jun Hyo Seong,73RRzEpK7IQexOhC0CuTRZ,0,['k-pop'],84625,jun hyo seong
42,82, Jung AH,1SYHnHX97OjM7hHhxlAq1T,0,[],0,jung ah
39,77, Jung Hyun,2t6BljQxB8MLiky7GjkLYd,0,[],8,jung hyun
109,200, JUNG ILHOON,7McwKT2tZl8LMXUQRH3YDM,0,['k-rap'],47649,jung ilhoon
121,233,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0,['k-pop'],6695439,jung kook
154,312, Junggigo,6zTIxEXFWjoNu2VXauDITb,0,"['k-rap', 'korean pop', 'korean r&b']",98994,junggigo
228,480,JUNGKEY,6fTEkjuuZ3hH6fdeBxxbA2,0,['korean pop'],31982,jungkey
505,1116, Jvcki Wai,4bjcB3ZKiHgPzJvY2S2FLN,0,"['k-rap', 'korean r&b']",100536,jvcki wai
426,922,K.Will,1XNC9ksvgXeD1xRJruSA5t,0,"['k-pop', 'korean pop']",355042,k.will
6,11,K/DA,4gOc8TsQed9eqnqJct2c5v,0,['k-pop girl group'],1891872,k/da
41,81, KAHI,04C0MPapc1HXpTbspJhmWg,0,[],0,kahi
444,983, KAI,6iVo62B0bdTknRcrktCmak,0,['k-pop'],949613,kai
432,942, KaiKai Kim,75hyzstWgEHVhzaYda0gou,0,[],0,kaikai kim
338,748, KANG MINKYUNG,15Dv0lqpiL5zD6OqqwUEP4,0,[],6295,kang minkyung
219,464, Kang Seungwon,48DsjCcpYJQWi5fulzyuBm,0,['korean pop'],1030,kang seungwon
278,600,KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,1,['k-pop'],842037,kangdaniel
416,897, Kanto,1Pr77yszl1ikj6k9sy4Cju,0,['k-rap'],10438,kanto
292,639,KARA,7aZ221EQfonNG2lO9Hh192,1,"['k-pop', 'k-pop girl group']",528578,kara
296,645,KARD,2JhAlkmukNvarUpGhTFXUQ,1,['k-pop'],1727872,kard
345,756, KCM,2cijK40RWU3ouFUnwW8v3K,0,['korean pop'],34954,kcm
378,826, Keanu Silva,1zLMhO4zzzxt5PMV4wMS3y,0,"['covertronica', 'dance pop', 'edm', 'future house', 'pop dance', 'tropical house']",38332,keanu silva
149,294, Keem Hyo-Eun,59KuGY6nfY3w39O0qYVA7p,0,['k-rap'],23993,keem hyo-eun
92,170, Keita,4Sp0k5cY12SKnOGUghMljj,0,[],150,keita
93,172, KEN THE 390,1tcHKxlx0TZ6MkHGO4QYv3,0,['j-rap'],41005,ken the 390
396,862,Kenji Bunch,44DPjVo7zPKN3Ejvx34xhR,0,['american 21st century classical'],683,kenji bunch
255,552, Kim Chang-Wan,2yMDYqTvjFeBZcGC4ZMMVH,0,[],215,kim chang-wan
28,51,KIM DONG HYUN,6NuAIYZptWXWUCAInxX6PU,0,[],31623,kim dong hyun
230,484,Kim eun young,49XEW1qNZPAeucXHu8zIeg,0,[],93,kim eun young
299,650,KIM HOJOONG,4T9AuhR3YqSqaPgXzPiAuH,1,['trot'],6032,kim hojoong
303,656,KIM JAE HWAN,7LdZwtnhfB1GoC9SE9tvyb,1,"['k-pop', 'korean pop']",151907,kim jae hwan
169,364,Kim Jang Hoon,1dXv5kexTtGYeykDWAnTCg,0,[],205,kim jang hoon
240,503,Kim Jin Pyo,57YbQhFBBDksLzX08lqVnw,0,['k-rap'],604,kim jin pyo
61,113,Kim Jong Kook,60YNqzrSj7rJkuqHkpHPqG,0,['korean pop'],104549,kim jong kook
388,842, Kim MinSeok,3CHn74oCO6xiThDGQcDMeA,0,['korean pop'],26264,kim minseok
209,449, Kim Na Young,4dvmLXorXADxVq8EcySEWk,1,"['k-pop', 'korean pop']",182326,kim na young
423,914, Kim Yeon Woo,4vsTrZ8Y7nKqQM0BJQ6Dvd,0,['korean pop'],31818,kim yeon woo
243,514,KINDA BLUE,264XvBSD6pFn1eDvWSWMI8,0,[],4793,kinda blue
383,835,King Kong,6kDCaFSkqskhFf9agShfSY,0,['old school dancehall'],7013,king kong
386,839,Kingston Rudieska,78Je3yBmtLZlk0Uf8R5bWw,0,"['korean indie rock', 'traditional ska']",5978,kingston rudieska
173,371, KOONTA,5T8LKv9A1vEnwMCO4dMo3c,0,['k-rap'],10522,koonta
225,472, KYUHYUN,0il5ZP3xYOECtONJtZ38Ln,0,"['k-pop', 'korean pop']",371242,kyuhyun
88,162,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,0,"['art pop', 'dance pop', 'pop']",25754385,lady gaga
134,267, Lauv,5JZ7CnR6gTvEMKX4g70Amv,0,['pop'],5649581,lauv
370,808, LAY,4o7tWrzQOqarDtTMWD2HV9,0,"['chinese electropop', 'chinese idol pop', 'k-pop']",1469889,lay
11,17, League of Legends,47mIJdHORyRerp4os813jD,0,"['speedrun', 'video game music']",1580914,league of legends
111,203, LEE CHANGSUB,1rp5HzWaNwgauM5W5YmZ3U,0,['korean talent show'],45619,lee changsub
330,734, LEE CHANHYUK,4RkTSLr5Qf79FfUkeaDKbl,0,[],11050,lee chanhyuk
29,54,LEE DAE HWI,5j4ZfrjfKJhMBbDgTFxIwB,0,[],83439,lee dae hwi
464,1026, LEE HAE SOL,5xZzq9Bk8IociNfF0TfHdf,0,[],59,lee hae sol
328,731,Lee Hyori,4FjoOJAndC0s9ZJUo6VGc5,1,"['classic k-pop', 'k-pop']",59535,lee hyori
103,190, Lee Jae Hoon,3TiQECvFFvnqd5hs6viUsK,0,[],48,lee jae hoon
395,860, Lee Jin Ah,4SzO3ea2qcjg1uLyNJAWnM,0,"['k-indie', 'korean r&b', 'korean singer-songwriter']",39237,lee jin ah
189,415, Lee JinE,3JwZljJCipGfpbftNdQaeX,0,[],41,lee jine
114,207,LEE MINHYUK (BTOB),6KIjwPp994JQ2LJ8IBvZPc,0,[],529,lee minhyuk (btob)
107,198,LEE MINHYUK (HUTA),4fgfmrBHIWsUuHxeOPhv61,0,"['k-pop', 'korean pop']",77876,lee minhyuk (huta)
202,437,Lee Pil Ho,1uEtbyROUf6Za2kJKzm4DZ,0,[],10,lee pil ho
329,732, Lee Sang Soon,2k5qXj4B0cMlBbLJOVQMUJ,0,"['k-indie', 'korean singer-songwriter']",9546,lee sang soon
301,653, Lee Sangwon,2cDX5eSW1ia5fwMbqplMbT,0,[],0,lee sangwon
448,991,Lee Seung Chul,5Ecf8RR2UWFAvyeItabffF,0,['korean pop'],62029,lee seung chul
333,740,Lee Seung Gi,12AUp9oqeJDhNfO6IhQiNi,1,['korean pop'],164450,lee seung gi
44,84, Lee Sun Hee,4ZQVfuvon3XnGYkjTSey1O,0,"['classic korean pop', 'korean pop']",44015,lee sun hee
82,150, LEEGIKWANG,3CC7p9QM4VjO62rmcaRP3z,0,[],66033,leegikwang
320,713,LeeHi,7cVZApDoQZpS447nHTsNqu,1,"['k-pop', 'pop']",1478086,leehi
437,960, Leslie Grace,6BeO1KuAWBqFriL1mLHtNc,0,"['bachata', 'hollywood', 'show tunes']",1190395,leslie grace
8,14, Lexie Liu,6fs2or0cKLEM2xohWq8SoX,0,['chinese electropop'],123514,lexie liu
352,766, Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,0,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']",1397172,lil jon
136,272,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,0,"['lgbtq+ hip hop', 'pop']",12357212,lil nas x
213,455, Lil Playy,1d5znoU7LGiCy3H8TMtLWg,0,[],1584,lil playy
471,1038, Lilas Ikuta,1qM11R4ylJyQiPJ0DffE9z,0,"['j-pop', 'japanese teen pop']",389998,lilas ikuta
415,895, lIlBOI,25wMXkplvEHJpJHX8A6Ved,0,['k-rap'],64467,lilboi
112,204, Lim Hyunsik,0SA2I3s4t7hmv1XVvky9Po,0,['korean singer-songwriter'],45186,lim hyunsik
30,57,LIM YOUNG MIN,7s72t76jrvQLHUiYraBSZ0,0,[],36420,lim young min
177,377, Linzy,6m9EewCnInHNApDOMhlwxM,0,[],27,linzy
234,493, Loco,2e4G04F77jxVuDYo44TCSm,0,"['k-pop', 'korean r&b']",373557,loco
366,798, Lodge Boy,4QwmzSTkQf1bayzLcPllow,0,[],51,lodge boy
340,751,Lovelyz,3g34PW5oNmDBxMVUTzx2XK,1,"['k-pop', 'k-pop girl group']",431279,lovelyz
450,998, LUCAS,6S3tOdgtc5qz16hwmMjEBN,0,[],38588,lucas
309,676,Luigi Boccherini,2l4vGfFV7e46yO8lxfxR76,0,"['classical', 'classical era', 'early music']",100610,luigi boccherini
422,911, LUNA,56HZvtrzD82YKMGGJTlIG2,0,[],83595,luna
18,35, m-flo,4UhiMIdxKqQxmzdE9nYe6O,0,"['j-pop', 'japanese r&b']",327796,m-flo
308,673,M. Monnot,5raaWCPidQVOFLtpM5CCvI,0,[],2,m. monnot
380,830, M.TySON,4t7tfZEW6bMW5LVX06JwMx,0,[],49,m.tyson
459,1019, Maboos,2uch5GhXkpT561NB95OYBL,0,[],147,maboos
180,382, Mad Clown,0dX6tgZKWpamoFHFuXFhwd,0,['k-rap'],118782,mad clown
7,12, Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,0,"['alt z', 'dance pop', 'pop', 'post-teen pop']",5665602,madison beer
21,39, Manager,7o4KDqFA1r5ddafrK5hgmt,0,[],99,manager
263,569, MARIO,1wLXYnlqlJNSFfNlsqEsbC,0,[],44,mario
477,1049, Mayson The Soul,6cbHT70yhbyGwTQKJOH2iY,0,[],1109,mayson the soul
342,753,MBLAQ,14f1WN9TUDVBK4sHUStmLG,1,"['k-pop', 'k-pop boy group']",292600,mblaq
100,184, MC MONG,6gEWl778wJTkq4Uk5eBvgD,0,"['k-rap', 'korean pop']",38291,mc mong
105,196, MC 몽,0St0PvgohErtWfC6qnJHpN,0,[],0,mc 몽
130,257, Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",7580462,megan thee stallion
449,996, MeloMance,6k4r73Wq8nhkCDoUsECL1e,0,"['k-pop', 'korean pop']",223033,melomance
275,594, Microdot,1ToWoFmtIc9NTPFy7lR690,0,['k-rap'],6370,microdot
344,755,Mighty Mouth,2akjyFVLS8J29MeknQggyK,1,[],2,mighty mouth
40,78, Minhyun,7BwZlhJRHC1oVJr8lTxSLf,0,[],54594,minhyun
441,976, Minit,6TXbTOTnLFaF1iHywOaV1m,0,[],8901,minit
2,2, MINNIE,2pHkxVNynHBwQHhGaoBIXX,0,[],65473,minnie
326,726, MINO,3ytV7vc4ZuwGgwaOuWvkk8,0,"['k-pop', 'k-rap']",1066709,mino
347,759,miss A,1BEohdSWSBggmO979tzRwW,1,"['k-pop', 'k-pop girl group']",887425,miss a
281,609, MIYAVI,7sBtBCNVRujQhaHDODkfTN,0,['visual kei'],281584,miyavi
472,1040, MOD SUN,3u2R8st1bb6zfBqNWceRXG,0,"['minnesota hip hop', 'pop punk', 'pop rap']",273018,mod sun
314,694,Monday Kiz,24jJXZRz3aGvjVvZ4OoerD,0,['korean pop'],110024,monday kiz
350,763,MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,1,"['k-pop', 'k-pop boy group']",4904869,monsta x
446,987, Moon Kyoo,1AhVoVOXXDOP5pkhUvoSjH,0,[],584,moon kyoo
165,358, myunDo,7wqsGqGaU61FzNh62mbWXz,0,['k-rap'],8200,myundo
262,567, Na Yun Gwon,0UCjY4RwfRkBzabQbwykhT,0,[],53,na yun gwon
272,585, nafla,3Zn6C68VCosoQrxu4D2Btr,0,['k-rap'],166710,nafla
270,580, nafla (나플라),7ckGYpVRexH6vHHrBuKJs0,0,[],0,nafla (나플라)
496,1090, Nam Tae Hyun,2LQ4Ay1ClURp2tX1eFJiWh,0,[],2762,nam tae hyun
94,174, Naoko Tanaka,2CfxaAgevavjDFRRghjSVt,0,[],170,naoko tanaka
482,1063, NARSHA,1OWVHV30ai3o8cgOTBVd72,0,['k-pop'],13361,narsha
361,789,NCT 127,7f4ignuCJhLXfZ9giKT7rH,1,"['k-pop', 'k-pop boy group']",6443729,nct 127
349,762, Newport Mix,2q4mR2JpYQJWQnr45yiFjy,0,[],2,newport mix
362,790, No Identity,2ladxDWywuVgNTdsivk5vI,0,[],50,no identity
404,874, nomad,2xPc9Yvp2U0uUYxZdvFLOz,0,[],16,nomad
150,295, northfacegawd,620Vx5hEMowoa71wXk4bu1,0,['korean underground rap'],5949,northfacegawd
371,814,NU'EST,1iQfn1B8V25iQoolQakyAZ,1,"['k-pop', 'k-pop boy group']",998655,nu'est
384,836, Nuol,0ZYQRDQ7V5rIbzg565VHAh,0,['k-rap'],3218,nuol
72,133, OH MY GIRL,2019zR22qK2RBvCqtudBaI,1,"['k-pop', 'k-pop girl group']",1648740,oh my girl
253,545, OHHYUK,68TCVp5t1Dxi2TvNuYoYK0,0,['korean pop'],53040,ohhyuk
490,1078, OKDAL,43qbEc59aqLydrvuWsrNoE,0,['k-indie'],32708,okdal
285,622, Omega Sapien,46KQM3HJyONaKRTbcfNPlU,0,['korean underground rap'],14395,omega sapien
305,659,Onestar,6EmgTIhhXGtfAmYYTfdtlz,0,['korean pop'],25524,onestar
215,459, ONEW,7sZ5ipSoboWdqXkdj6AXHo,0,['k-pop'],413588,onew
73,134, ONF,0eEhOgZ2x6kv8kLz77WO7b,0,"['k-pop', 'k-pop boy group']",599503,onf
374,819,Orange Caramel,2QHTtUsN6Q13w3QHdfRqsK,0,"['k-pop', 'k-pop girl group']",305861,orange caramel
474,1042, Outlaw,3NPCPm4joO9YgPf8jXPSF3,0,[],0,outlaw
231,487, P-Type,7ngC61jtmmjDi2vbJRG3yq,0,"['k-rap', 'korean old school hip hop']",7994,p-type
514,1156, Paloalto,2Yv0nlRtzgPl6u0dsS2hFv,0,['k-rap'],44137,paloalto
53,101,Park Bom,3uHb6dRazmcaT15bMexUtt,1,[],136571,park bom
300,651, Park Gabin,4RchfpgrrMpxq0eQv63jqx,0,[],0,park gabin
293,640,Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA,0,[],135,park gyu ri
488,1074, Park Hwayobi,5oihNt5Zntgh1XIsDqOGq5,0,"['korean pop', 'korean singer-songwriter']",15640,park hwayobi
203,438, PARK JONG MI,5wimNWpsT10n1YQcgkgCUK,0,[],4,park jong mi
31,60,PARK WOO JIN,0kS1oLtVdBidgH2aKloRKR,0,['k-pop'],129822,park woo jin
242,512, Park Woo Sang,4b1h7TeHuzi1lOTJswql6f,0,[],14,park woo sang
233,491, Park Yu Chun Of JYJ,6iWOraHWSUnNDVXLPEytfZ,0,[],2,park yu chun of jyj
147,292, Paul Blanco,2fiGm496AG7ePURQiSSJIw,0,['k-rap'],45771,paul blanco
141,282, PDOGG,5twg8ZDFT6UZeGqpEJTHfr,0,[],1020,pdogg
108,199, PENIEL,21EUYgHJLDUeG72eDEmTx4,0,[],32688,peniel
306,664, PENOMECO,1MAUqH0haKBYbjpknTfreY,0,"['k-pop', 'k-rap', 'korean r&b']",300104,penomeco
60,110,Pentatonix,26AHtbjWKiwYzsoGoUZq53,0,['a cappella'],3553163,pentatonix
266,573, pH-1,2u7CP5T30c8ctenzXgEV1W,0,"['k-pop', 'k-rap', 'korean r&b']",359836,ph-1
260,563, Pianist Kim Kwang Min,2iwYWSmPQBvAvoHtRCRT1Z,0,[],5,pianist kim kwang min
200,435, PINKMOON,55xtxQ2rygRTBGJTYFLweP,0,[],594,pinkmoon
351,764,Play-N-Skillz,7MP4jhYmFEgb0AtiOkw55s,0,"['chicano rap', 'pop rap']",23768,play-n-skillz
403,872, PREP,31SBgHxc8eqZUk9MdveH42,0,[],248402,prep
358,781, Quintino,1V3VTM7VspiQjcmRhC010n,0,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'slap house']",622062,quintino
4,7, R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,0,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",2457024,r3hab
336,744, Ra.D,6zPbaYJp7itQ8p0gPLqf2S,0,['korean pop'],27885,ra.d
461,1021,Raiden,4YXNoMVTHRt01jYaKXTumJ,0,['korean electronic'],66803,raiden
392,852,Rain,5L4EafeXwZ0stGuPtGr5Tz,0,['classic k-pop'],115718,rain
409,884,Raina,21dQ70DS91icGLN9J4mH7h,0,[],4273,raina
398,865,RAINBOW,7xDyxRXgFgOZhdtLtkYR1y,1,"['k-pop', 'k-pop girl group']",23525,rainbow
