,name,id,top_kpop,genre,followers
616,Jawsh 685,56mfhUDKa1vec6rSLZV5Eg,0,['nz pop'],109814
617, Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,0,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",11772339
623,Halsey,26VFTg2z8YR0cCuwLzESi2,0,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",19772768
630, Lauv,5JZ7CnR6gTvEMKX4g70Amv,0,['pop'],5646661
631, Frants,7qxLQ0CByGfbd3HdL7ilR8,0,[],599
644,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,0,"['lgbtq+ hip hop', 'pop']",12354099
645, RM,2auC28zjQyVTsiZKNgPRGs,0,['k-rap'],13049229
651, Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,0,"['chicago rap', 'melodic rap']",28365926
658, Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,0,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",10379332
665, Charli XCX,25uiPmTg16RbhZWAqwLBy5,0,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",2813784
672, PDOGG,5twg8ZDFT6UZeGqpEJTHfr,0,[],1020
686, Desiigner,7pFeBzX627ff0VnN6bxPR4,0,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral rap', 'viral trap']",3459416
693, 365LIT,65LSFEqRhq074aUBF1zF2e,0,"['korean trap', 'korean underground rap']",5101
694, ZENE THE ZILLA,1MMbv4LTpwbh2APtXuwaZN,0,"['k-rap', 'korean hyperpop', 'korean trap', 'korean underground rap']",27830
695, ChaMane,2jyURAEr7r2UfWMpFQDOQd,0,['k-rap'],1370
696, Paul Blanco,2fiGm496AG7ePURQiSSJIw,0,['k-rap'],45523
697, Damndef,4jFOzswJGUdE6LFx1ZbOjS,0,[],365
698, Keem Hyo-Eun,59KuGY6nfY3w39O0qYVA7p,0,['k-rap'],23986
699, northfacegawd,620Vx5hEMowoa71wXk4bu1,0,['korean underground rap'],5943
707,Paul Blanco,2fiGm496AG7ePURQiSSJIw,0,['k-rap'],45523
708, Uneducated Kid,08KbKkPqaYNFYM9R5eMjuM,0,['k-rap'],30745
715, Hwanhee,4ezpY3tmP9KtaOOnWpDmIp,0,"['korean ost', 'korean pop']",24627
742, ASH ISLAND,7IEhlwWQA7pCkEvzwwHehE,0,['k-rap'],231479
743, Junggigo,6zTIxEXFWjoNu2VXauDITb,0,"['k-rap', 'korean pop', 'korean r&b']",98959
749,Stormzy,2SrSdSvpminqmStGELCSNd,0,"['grime', 'uk hip hop']",2724430
750, CHANGMO,3hvinNZRzTLoREmqFiKr1b,1,"['k-rap', 'korean r&b']",288926
751, Burna Boy,3wcj11K77LjEY1PkEazffa,0,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",5041557
756,YUMDDA,0su5mZ6qhvOUhz7ckEx8rR,0,['k-rap'],48237
765, Zoorumpug,4hYxfPWn0RnlwJS2faYvjB,0,['korean city pop'],638
777,SUPERBEE,0Q5XzDpn7DCI5jlubok4xb,0,['k-rap'],83473
798, SUPERBEE,0Q5XzDpn7DCI5jlubok4xb,0,['k-rap'],83473
812, The Quiett,2qI1pO64eYqGUiv1XTw4cy,0,"['k-rap', 'korean r&b', 'korean trap']",105969
813, Dok2,0rW6fVd3yuW2CF2sLYWQtE,0,"['k-rap', 'korean old school hip hop']",120093
827, Hash Swan,3yVEZNS0ateVfoj8FuazKg,0,['k-rap'],93940
833, Sik-K,5DIi2JWfQPTKffaVBlIYRn,0,"['k-rap', 'korean r&b']",425462
840,HYOLYN,78sJswwVn4P8aEhkF4K6fQ,0,"['k-pop', 'korean r&b']",753920
861, myunDo,7wqsGqGaU61FzNh62mbWXz,0,['k-rap'],8199
868, Don Mills,6bIsFWNkjQvSm5P4rqlxKn,0,['k-rap'],13540
875, Robin,0vOvj6PPR7vcw2oMCHjW9Z,0,[],2
882,Kim Jang Hoon,1dXv5kexTtGYeykDWAnTCg,0,[],205
883, Crayon Pop,0ODX6aegsZkBmBeMA5qqwi,1,"['k-pop', 'k-pop girl group']",153357
889, 정일훈,61EYHe0PuimYflGWAJaptk,0,[],0
896, Bigtone,2UewyNNIcmy697ZLp6us78,0,[],6
903, KOONTA,5T8LKv9A1vEnwMCO4dMo3c,0,['k-rap'],10547
910,Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,0,"['k-rap', 'korean r&b']",119861
911, DAVICHI,4z6yrDz5GfKXkeQZjOaZdq,1,"['k-pop', 'korean pop']",715064
917,Cao Lu,2onoO0N62qYqnHJjTi0g0k,0,[],251
918, Linzy,6m9EewCnInHNApDOMhlwxM,0,[],27
919, YEZI,6LPOT9C3gvGQHxlZtMLHHg,0,['k-pop'],131292
924, Jay Park,4XDi67ZENZcbfKnvMnTYsI,0,"['k-pop', 'k-rap', 'korean r&b', 'pop']",1912752
931, Mad Clown,0dX6tgZKWpamoFHFuXFhwd,0,['k-rap'],118742
938,T-ARA,1R52cwGf75yTf7I3Q0Irf8,1,"['k-pop', 'k-pop girl group']",777712
940, Skull,1HfJjGC8yehGygj5MDj4P0,0,[],188
945, Verbal Jint,24sQuJhQ85ZygDG7sUVUxR,0,"['k-indie', 'k-rap', 'korean old school hip hop']",70966
952,yangpa,5Qr33OZrOzmTJwxpUVZI7m,0,[],86
954, Hanna,3PD0VSypOTIzOWHW1FmVba,0,[],7
959, T-ARA,1R52cwGf75yTf7I3Q0Irf8,1,"['k-pop', 'k-pop girl group']",777712
973,SeeYa,3Mbxr8TL0Sny7dUNicKWm2,0,[],4151
980, 백찬,3b84FwOBHtfdyimyNJ1i59,0,[],6
1008, Lee JinE,3JwZljJCipGfpbftNdQaeX,0,[],42
1015, J-Cera,3MhLDkENRwJOmFU5MSeLjZ,0,[],2435
1016, IRIN,1vttSluVztvILtXVXVeqtu,0,[],2
1017, Yunmi,5cMhtkjEpkxbB3anjR027M,0,[],9
1022, Zick Jasper,3xtHMz3z0Km6qXV3yhcfQP,0,[],389
1029, Black Belt,0jiiP0IU9wLNybrIucmB6T,0,[],232
1036, Eb,2eUiUWPlCfSEuRuPTVeRf5,0,[],4
1043, 이로울,2vArxtLc9TRXTiwfKNX2RK,0,[],2
1044, 아이린,1KI2jxgNu5JCizqylCSFj5,0,[],5
1064, PINKMOON,55xtxQ2rygRTBGJTYFLweP,0,[],594
1071,Lee Pil Ho,1uEtbyROUf6Za2kJKzm4DZ,0,[],10
1072, PARK JONG MI,5wimNWpsT10n1YQcgkgCUK,0,[],4
1085, hyeon seo park,3ikV9ZwFZz1DDiTc6xbMAW,0,[],374
1092, 한겨울,1WLp3CeL7X1Ic7DTu67CCP,0,[],0
1099, Yuna,0kBGpEdFPbsrVkFgUQ1RQv,0,['korean ost'],6768
1106, Kim Na Young,4dvmLXorXADxVq8EcySEWk,1,"['k-pop', 'korean pop']",182185
1113, David Kim,6fqoFU6NahjZYW1m5HBub1,0,[],277
1127, Lil Playy,1d5znoU7LGiCy3H8TMtLWg,0,[],1584
1134, Suzi,3ImHydeN8Sciy5cLgeDtOR,0,[],300
1141, ONEW,7sZ5ipSoboWdqXkdj6AXHo,0,['k-pop'],413424
1142, Jessica,7jPVuaaHLs4QVSuN561jZt,0,['k-pop'],382914
1148, HYOLYN,78sJswwVn4P8aEhkF4K6fQ,0,"['k-pop', 'korean r&b']",753920
1155, Kang Seungwon,48DsjCcpYJQWi5fulzyuBm,0,['korean pop'],1030
1162, Wonstein,5o615XColiSVMPDWlslKSk,0,[],103232
1163, Sojeong,3tguePgWKGvSKBrRZYs5lP,0,['korean pop'],7672
1164, Rothy,0jUn8CXobOt0IixyR72una,0,"['k-pop', 'korean pop']",185346
1165, Sion,2dEBKqLtvdFTnPcwpWEw0r,0,[],38784
1166, J.UNA,7oppHhvVWHX7WeGYjEOL6y,0,[],13768
1169, KYUHYUN,0il5ZP3xYOECtONJtZ38Ln,0,"['k-pop', 'korean pop']",371143
1176, Boi B,7MJnvH71CgBGCN9obN4aY5,0,['k-rap'],8722
1183, Yoon Do Hyun,6KsmQPHXE3qhzNNBPSZ0eB,0,"['k-rock', 'korean pop', 'korean singer-songwriter']",29655
1197,JUNGKEY,6fTEkjuuZ3hH6fdeBxxbA2,0,['korean pop'],31963
1198, Gummy,0hRHbwZ0xSwfVHl4FTv7jq,1,"['k-pop', 'korean pop']",302477
1199, Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,0,"['contemporary r&b', 'hip hop', 'hip pop', 'r&b', 'urban contemporary']",875718
1204,Kim eun young,49XEW1qNZPAeucXHu8zIeg,0,[],92
1211, P-Type,7ngC61jtmmjDi2vbJRG3yq,0,"['k-rap', 'korean old school hip hop']",7976
1218, Young Ji,2QbyHFJW5QoKsUYx96SiEy,0,[],38
1225, Park Yu Chun Of JYJ,6iWOraHWSUnNDVXLPEytfZ,0,[],2
1232, Loco,2e4G04F77jxVuDYo44TCSm,0,"['k-pop', 'korean r&b']",373339
1239, D-LITE,1OQxmfKN9UG5C7nr4MkasO,0,[],137233
1246, T.O.P.,4yiB30K5scGkjmAgHGIH8Y,0,[],59739
1253, Bobby Kim,5s5g2cVTox2dzQE65XOD4z,0,['korean singer-songwriter'],5780
1260, 빅톤,5O0XmPyzOOTKMWEpwpMbJU,0,[],3
1267,Kim Jin Pyo,57YbQhFBBDksLzX08lqVnw,0,['k-rap'],600
1268, HELLOVENUS,3TW9U1f93tpGBsEtCSf7JG,1,"['k-pop', 'k-pop girl group']",251485
1274,Loco,2e4G04F77jxVuDYo44TCSm,0,"['k-pop', 'korean r&b']",373339
1275, Hwa Sa,7bmYpVgQub656uNTu6qGNQ,1,"['k-pop', 'korean talent show']",3883200
1288, Park Woo Sang,4b1h7TeHuzi1lOTJswql6f,0,[],14
1295,KINDA BLUE,264XvBSD6pFn1eDvWSWMI8,0,[],4791
1302, DPR LIVE,0siBQaURCli5wn2lqv8WZg,0,['korean r&b'],913554
1316, WOOGIE,7C0lSOS41UnTbnF7bMSEWN,0,"['k-rap', 'korean r&b']",87435
1330,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,0,"['dance pop', 'pop', 'post-teen pop']",8074188
1331, ITZY,2KC9Qb60EaY0kW4eH68vr3,1,['k-pop girl group'],5295201
1332, YEJI & RYUJIN of ITZY,4TYswX6bKUjM9rbEL7CMBH,0,[],4723
1337,Second Aunt KimDaVi,2XrCYhwuq6x15QFddD1gQv,0,['trot'],2479
1344, DallasK,7uas0F5EhsZg6KDJ7yy7rW,0,"['complextro', 'electro house', 'pop edm']",43787
1351, Imad Royal,6OgklJh1e1Z9S1Q2IQsHgy,0,[],15186
1372,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,0,"['k-pop', 'korean pop']",192791
1379, OHHYUK,68TCVp5t1Dxi2TvNuYoYK0,0,['korean pop'],53006
1393,Ulala Session,2EFJSNZzGSfLXMfAaxbK2A,0,[],3662
1400, Kim Chang-Wan,2yMDYqTvjFeBZcGC4ZMMVH,0,[],214
1407, Clon,3IvJqVgapy3AMUBmVGrvag,0,['classic k-pop'],6403
1414,HIGH4,3cpG0SJLIJ1qpQfjmlWlzo,0,['k-pop boy group'],59982
1421, FIESTAR,3IVjXrnR0npv1LY24kQSzd,0,"['k-pop', 'k-pop girl group']",150239
1428, ＦＰＭ,0TGGLJ8adXSsX0v9bNCEAa,0,[],10
1435, Pianist Kim Kwang Min,2iwYWSmPQBvAvoHtRCRT1Z,0,[],5
1442, Chundung,52KEoFZCGGap8hZHtOgENt,0,[],34
1449, Na Yun Gwon,0UCjY4RwfRkBzabQbwykhT,0,[],53
1456, MARIO,1wLXYnlqlJNSFfNlsqEsbC,0,[],44
1463,SOYOU,3b4kLCI0ZJW47TFsNRqgCb,0,"['k-pop', 'korean pop']",360726
1464, IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,1,"['k-pop', 'k-pop girl group']",1737329
1465, pH-1,2u7CP5T30c8ctenzXgEV1W,0,"['k-pop', 'k-rap', 'korean r&b']",359151
1470,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0,"['pop', 'uk pop']",110711330
1471, Jessi,64k5e9kV9MdukXjFrR5R37,1,['k-pop'],1654633
1477, BM,5lZV4z4dpX6IfTYlfUMvOE,0,[],38875
1478, nafla (나플라),7ckGYpVRexH6vHHrBuKJs0,0,[],0
1484, 朴宰範,2VrDFxXbEHomf7A8Q87uRA,0,[],16
1492, nafla,3Zn6C68VCosoQrxu4D2Btr,0,['k-rap'],166615
1505, CJANG MO,0hFTjU2H3Wali3BuPOLftF,0,[],0
1512, ILLSON,1o3mKG33qvuXI2s3HXTkYd,0,['k-rap'],10704
1520, Microdot,1ToWoFmtIc9NTPFy7lR690,0,['k-rap'],6372
1533, Hanhae,1CjHzclPOS2unF1vRtgurF,0,['k-rap'],25728
1534, DJ Juice,0bJKaJ5AdUz5nDFDRGfKPJ,0,[],883
1540,220 KID,4Euia7UzdRshy1DJOSMTcs,0,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",20469
1541, Willim,5bp5XaFz8Py4UFEhQ6FZRk,0,[],1560
1542, KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,1,['k-pop'],841881
1554, MIYAVI,7sBtBCNVRujQhaHDODkfTN,0,['visual kei'],281428
1568, ANYUJIN (IVE),3schR1HLbYu3RqqPDiDFrE,0,[],1600
1569, YUNA KIM,5wBTXLKoAsiWsKn3ijyGPo,0,[],74
1582, Chancellor,0u06YeydlBk3awnk5KgdBx,0,['korean r&b'],36599
1596, Omega Sapien,46KQM3HJyONaKRTbcfNPlU,0,['korean underground rap'],14378
1610,inverness,17aCDXnpzF1XYVe0QrsRvs,0,['gaming edm'],11416
1611, Anthony Russo,6PFcrRZezCL5p9A0nwb7ki,0,['chill pop'],73036
1617, Simon Dominic,57W9ikVc6O2wLDtmclSjvN,0,"['k-rap', 'korean r&b']",433447
1618, JAMIE,2YXlVLKq3X3soXd2aXUtIT,0,['k-pop'],672579
1624, YUMDDA,0su5mZ6qhvOUhz7ckEx8rR,0,['k-rap'],48237
1631, Dvwn,6WWUJGBY4ETAE22tRmgJ8b,0,['chill r&b'],192284
1638,ZICO,4XpUIb8uuNlIWVKmgKZXC0,1,"['k-pop', 'k-rap', 'korean r&b']",1278300
1645,Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA,0,[],134
1646, HUR YOUNG JI,0FUmt6iMoB9sJpxZuWkOI5,0,[],894
1653, Han Seung Yeon,5kUgUgo1jFoAOiaiv8OP0o,0,[],2031
1659, J.seph,1LCD1ZKF5V4lWQKf5810yx,0,[],450
1660, Jeon So Min,1J3BfBC9Z9VRIpEUB64Rbw,0,[],628
1673, Park Gabin,4RchfpgrrMpxq0eQv63jqx,0,[],0
1680, Lee Sangwon,2cDX5eSW1ia5fwMbqplMbT,0,[],0
1687, 오현우,1PQQMG99o0K7BBYAwVpTqf,0,[],42
1694, HYNN,64jfAecBriamQmMs0WAKtj,0,['korean pop'],33326
1701,Onestar,6EmgTIhhXGtfAmYYTfdtlz,0,['korean pop'],25476
1702, KIM JAE HWAN,7LdZwtnhfB1GoC9SE9tvyb,1,"['k-pop', 'korean pop']",151840
1708,MC MONG,6gEWl778wJTkq4Uk5eBvgD,0,"['k-rap', 'korean pop']",38264
1710, PENOMECO,1MAUqH0haKBYbjpknTfreY,0,"['k-pop', 'k-rap', 'korean r&b']",299653
1722, PARK WOO JIN,0kS1oLtVdBidgH2aKloRKR,0,['k-pop'],129763
1729, Stella Jang,2Y9AUayH5pyZpVfkDYDfJV,0,['korean city pop'],188830
1736,M. Monnot,5raaWCPidQVOFLtpM5CCvI,0,[],2
1743,Luigi Boccherini,2l4vGfFV7e46yO8lxfxR76,0,"['classical', 'classical era', 'early music']",100546
1750,Dmitri Shostakovich,6s1pCNXcbdtQJlsnM1hRIA,0,"['classical', 'compositional ambient', 'russian modern classical']",349874
1764, Yang Da Il,5DnjOSzLCfn4hDbLECq8pt,0,"['k-pop', 'korean pop']",135912
1771, LEE MINHYUK (HUTA),4fgfmrBHIWsUuHxeOPhv61,0,"['k-pop', 'korean pop']",77830
1778, DINDIN,63cvWayCvPbWYNDi537w0z,0,['korean r&b'],30198
1785,G2,4ueZwsEtcqcO0IZywqgk66,0,['k-rap'],21790
1792,Monday Kiz,24jJXZRz3aGvjVvZ4OoerD,0,['korean pop'],109877
1799,Mad Clown,0dX6tgZKWpamoFHFuXFhwd,0,['k-rap'],118742
1806,SONG YUVIN,5bO0Iy0ozHhSelVBOttCyT,0,['korean ost'],13878
1813, Eunha Lee,2hOvcsM1Zu4d9srPgglhat,0,[],4
1820, 트리키,7fCSy7Had5Fs540ilzxV20,0,[],103
1827,신종욱,3cxWvvIqZGNyWsgmdi0wsf,0,[],7
1834,Jang Won Ki,0O8LdVYrZzNAClMUdQhyGA,0,[],15
1848, B.I,0UntV1Bw2hk3fbRrm9eMP6,0,['k-pop'],630253
1855, G.Soul,0fLesFHNsJpalRtqzSYxnd,0,[],356
1862, 최현석,7ywGEr53ogVxLibBcb82JV,0,[],887
1869, Tablo,3NdOtTPPaXrCyC7Lpmzyhv,0,"['k-pop', 'k-rap', 'korean r&b']",225261
1876, BOBBY,7ieMQQDR0bdBPz572mtxwS,0,"['k-pop', 'k-rap']",867479
1883, MINO,3ytV7vc4ZuwGgwaOuWvkk8,0,"['k-pop', 'k-rap']",1066112
1890, 인크레더블,0YhDHW8UkDzlw6ZNJtZZXk,0,[],133
1904, Lee Sang Soon,2k5qXj4B0cMlBbLJOVQMUJ,0,"['k-indie', 'korean singer-songwriter']",9537
1911, LEE CHANHYUK,4RkTSLr5Qf79FfUkeaDKbl,0,[],11030
1918,YOON GUN,15dggb3DQ4suwIfBmqb3nm,0,[],2162
1919, Lee Hyori,4FjoOJAndC0s9ZJUo6VGc5,1,"['classic k-pop', 'k-pop']",59501
1925, 이준기,0Fi1eTFqrg9XXYFPWwx2aw,0,[],266
1932, Captain Planet,4gUzVXtJJ6UWTWobd18HqJ,0,[],246
1939, Han Hyo Joo,5ycLZztc53MN3TlzAsr1Yj,0,[],88
1940, Ra.D,6zPbaYJp7itQ8p0gPLqf2S,0,['korean pop'],27878
1946, Yuna Kim,4wAssbReFLMBLkLCORabCM,0,[],702
1953, KANG MINKYUNG,15Dv0lqpiL5zD6OqqwUEP4,0,[],6293
1960, Bizniz,1VZmQVn38jR2UG7QSWNoYw,0,['k-rap'],899
1967, Golden Child,5zShiwTHlygdfsXj6eavTu,0,"['k-pop', 'k-pop boy group']",625182
1974, 혜미,76yPSQzTmeCY5fCsrMFoSw,0,[],2
1981, KCM,2cijK40RWU3ouFUnwW8v3K,0,['korean pop'],34928
1988, Aki,7m8uqplhTME9fSFztWBjNV,0,[],0
1995, Tacyeon,0Ko62GQsAMXCNCKNUTmfWz,0,[],12
2002, Newport Mix,2q4mR2JpYQJWQnr45yiFjy,0,[],2
2009,Play-N-Skillz,7MP4jhYmFEgb0AtiOkw55s,0,"['chicano rap', 'pop rap']",23755
2010, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,1,"['k-pop', 'k-pop boy group']",4902250
2011, Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,0,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']",1396451
2012, Bun B,45a6gCQWq61lIUDmr1tKuO,0,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",842166
2013, Symba,06S3fr7xEES7e3QPXhu3ay,0,[],62637
2016,Sam Feldt,20gsENnposVs2I4rQ5kvrf,0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",741101
2023, Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,0,"['colombian pop', 'latin pop', 'reggaeton colombiano']",21223985
2030,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,0,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",3734938
2032, DVBBS,5X4LWwbUFNzPkEas04uU82,0,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']",1032356
2039, Quintino,1V3VTM7VspiQjcmRhC010n,0,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'slap house']",621957
2051, Whee In,0BqRGrwqndrtNkojXiqIzL,0,"['k-pop', 'korean ost']",824288
2058, Yella Diamond) (Performed by JooHeon,5KnPgqPc7aCvEfXrCs4QjV,0,[],2
2065, No Identity,2ladxDWywuVgNTdsivk5vI,0,[],50
2072, Viann,7yRs5f61v5AwXwVlUQ7bNE,0,[],1239
2079, Biicla,72heZIc2iMXdpDwsTjTcCQ,0,['vapor twitch'],9252
2086, Will Not Fear,3zQf6Ogadb67LzdBTHaZ0N,0,[],638
2093, Lodge Boy,4QwmzSTkQf1bayzLcPllow,0,[],51
