,song_name,name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,name_5
4251,Boing,Boing,Jessi,"Jessi, CHANGMO",72NYQCnJ1buzUXsNJkz4Ba,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64k5e9kV9MdukXjFrR5R37'}, 'href': 'https://api.spotify.com/v1/artists/64k5e9kV9MdukXjFrR5R37', 'id': '64k5e9kV9MdukXjFrR5R37', 'name': 'Jessi', 'type': 'artist', 'uri': 'spotify:artist:64k5e9kV9MdukXjFrR5R37'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hvinNZRzTLoREmqFiKr1b'}, 'href': 'https://api.spotify.com/v1/artists/3hvinNZRzTLoREmqFiKr1b', 'id': '3hvinNZRzTLoREmqFiKr1b', 'name': 'CHANGMO', 'type': 'artist', 'uri': 'spotify:artist:3hvinNZRzTLoREmqFiKr1b'}]",64k5e9kV9MdukXjFrR5R37,"64k5e9kV9MdukXjFrR5R37, 3hvinNZRzTLoREmqFiKr1b",[' CHANGMO'],[' 3hvinNZRzTLoREmqFiKr1b'], CHANGMO, 3hvinNZRzTLoREmqFiKr1b,,,,,,,,,,,,,Boing
4260,너는 왜,너는 왜,Jessi,"Jessi, Hanhae, DJ Juice",2e2SYTQ9zCnzOlXD8j6AfL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64k5e9kV9MdukXjFrR5R37'}, 'href': 'https://api.spotify.com/v1/artists/64k5e9kV9MdukXjFrR5R37', 'id': '64k5e9kV9MdukXjFrR5R37', 'name': 'Jessi', 'type': 'artist', 'uri': 'spotify:artist:64k5e9kV9MdukXjFrR5R37'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1CjHzclPOS2unF1vRtgurF'}, 'href': 'https://api.spotify.com/v1/artists/1CjHzclPOS2unF1vRtgurF', 'id': '1CjHzclPOS2unF1vRtgurF', 'name': 'Hanhae', 'type': 'artist', 'uri': 'spotify:artist:1CjHzclPOS2unF1vRtgurF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0bJKaJ5AdUz5nDFDRGfKPJ'}, 'href': 'https://api.spotify.com/v1/artists/0bJKaJ5AdUz5nDFDRGfKPJ', 'id': '0bJKaJ5AdUz5nDFDRGfKPJ', 'name': 'DJ Juice', 'type': 'artist', 'uri': 'spotify:artist:0bJKaJ5AdUz5nDFDRGfKPJ'}]",64k5e9kV9MdukXjFrR5R37,"64k5e9kV9MdukXjFrR5R37, 1CjHzclPOS2unF1vRtgurF, 0bJKaJ5AdUz5nDFDRGfKPJ","[' Hanhae', ' DJ Juice']","[' 1CjHzclPOS2unF1vRtgurF', ' 0bJKaJ5AdUz5nDFDRGfKPJ']", Hanhae, 1CjHzclPOS2unF1vRtgurF, DJ Juice, 0bJKaJ5AdUz5nDFDRGfKPJ,,,,,,,,,,,너는 왜
4286,Look Where We Are,Look Where,KANGDANIEL,"220 KID, Willim, KANGDANIEL",7rZPpXv69bW1YQ3mn72OkL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Euia7UzdRshy1DJOSMTcs'}, 'href': 'https://api.spotify.com/v1/artists/4Euia7UzdRshy1DJOSMTcs', 'id': '4Euia7UzdRshy1DJOSMTcs', 'name': '220 KID', 'type': 'artist', 'uri': 'spotify:artist:4Euia7UzdRshy1DJOSMTcs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5bp5XaFz8Py4UFEhQ6FZRk'}, 'href': 'https://api.spotify.com/v1/artists/5bp5XaFz8Py4UFEhQ6FZRk', 'id': '5bp5XaFz8Py4UFEhQ6FZRk', 'name': 'Willim', 'type': 'artist', 'uri': 'spotify:artist:5bp5XaFz8Py4UFEhQ6FZRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}]",5vGoWnZO65NBgiZYBmi3iW,"4Euia7UzdRshy1DJOSMTcs, 5bp5XaFz8Py4UFEhQ6FZRk, 5vGoWnZO65NBgiZYBmi3iW","['220 KID', ' Willim', ' KANGDANIEL']","['4Euia7UzdRshy1DJOSMTcs', ' 5bp5XaFz8Py4UFEhQ6FZRk', ' 5vGoWnZO65NBgiZYBmi3iW']",220 KID,4Euia7UzdRshy1DJOSMTcs, Willim, 5bp5XaFz8Py4UFEhQ6FZRk, KANGDANIEL, 5vGoWnZO65NBgiZYBmi3iW,,,,,,,,,Look 
4287,Look Where We Are,Look Where,KANGDANIEL,"220 KID, KANGDANIEL, Willim",4I3kvtjNBcJWI7H9bszT75,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Euia7UzdRshy1DJOSMTcs'}, 'href': 'https://api.spotify.com/v1/artists/4Euia7UzdRshy1DJOSMTcs', 'id': '4Euia7UzdRshy1DJOSMTcs', 'name': '220 KID', 'type': 'artist', 'uri': 'spotify:artist:4Euia7UzdRshy1DJOSMTcs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5bp5XaFz8Py4UFEhQ6FZRk'}, 'href': 'https://api.spotify.com/v1/artists/5bp5XaFz8Py4UFEhQ6FZRk', 'id': '5bp5XaFz8Py4UFEhQ6FZRk', 'name': 'Willim', 'type': 'artist', 'uri': 'spotify:artist:5bp5XaFz8Py4UFEhQ6FZRk'}]",5vGoWnZO65NBgiZYBmi3iW,"4Euia7UzdRshy1DJOSMTcs, 5vGoWnZO65NBgiZYBmi3iW, 5bp5XaFz8Py4UFEhQ6FZRk","['220 KID', ' KANGDANIEL', ' Willim']","['4Euia7UzdRshy1DJOSMTcs', ' 5vGoWnZO65NBgiZYBmi3iW', ' 5bp5XaFz8Py4UFEhQ6FZRk']",220 KID,4Euia7UzdRshy1DJOSMTcs, KANGDANIEL, 5vGoWnZO65NBgiZYBmi3iW, Willim, 5bp5XaFz8Py4UFEhQ6FZRk,,,,,,,,,Look 
4291,TPIR (feat. MIYAVI),TPIR (feat,KANGDANIEL,"KANGDANIEL, MIYAVI",793aFsDv8L834BrvdGgRKN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7sBtBCNVRujQhaHDODkfTN'}, 'href': 'https://api.spotify.com/v1/artists/7sBtBCNVRujQhaHDODkfTN', 'id': '7sBtBCNVRujQhaHDODkfTN', 'name': 'MIYAVI', 'type': 'artist', 'uri': 'spotify:artist:7sBtBCNVRujQhaHDODkfTN'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 7sBtBCNVRujQhaHDODkfTN",[' MIYAVI'],[' 7sBtBCNVRujQhaHDODkfTN'], MIYAVI, 7sBtBCNVRujQhaHDODkfTN,,,,,,,,,,,,,TPIR 
4293,Loser (feat. ちゃんみな),Loser (fea,KANGDANIEL,"KANGDANIEL, CHANMINA",0mLspgrcB5cSl0gSQdFwKk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2vjeuQwzSP5ErC1S41gONX'}, 'href': 'https://api.spotify.com/v1/artists/2vjeuQwzSP5ErC1S41gONX', 'id': '2vjeuQwzSP5ErC1S41gONX', 'name': 'CHANMINA', 'type': 'artist', 'uri': 'spotify:artist:2vjeuQwzSP5ErC1S41gONX'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 2vjeuQwzSP5ErC1S41gONX",[' CHANMINA'],[' 2vjeuQwzSP5ErC1S41gONX'], CHANMINA, 2vjeuQwzSP5ErC1S41gONX,,,,,,,,,,,,,Loser
4297,Move Like This (Feat. YUNA KIM),Move Like ,KANGDANIEL,"KANGDANIEL, ANYUJIN (IVE), YUNA KIM",5xIBHVtjcxg2I86wodrj1d,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3schR1HLbYu3RqqPDiDFrE'}, 'href': 'https://api.spotify.com/v1/artists/3schR1HLbYu3RqqPDiDFrE', 'id': '3schR1HLbYu3RqqPDiDFrE', 'name': 'ANYUJIN (IVE)', 'type': 'artist', 'uri': 'spotify:artist:3schR1HLbYu3RqqPDiDFrE'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5wBTXLKoAsiWsKn3ijyGPo'}, 'href': 'https://api.spotify.com/v1/artists/5wBTXLKoAsiWsKn3ijyGPo', 'id': '5wBTXLKoAsiWsKn3ijyGPo', 'name': 'YUNA KIM', 'type': 'artist', 'uri': 'spotify:artist:5wBTXLKoAsiWsKn3ijyGPo'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 3schR1HLbYu3RqqPDiDFrE, 5wBTXLKoAsiWsKn3ijyGPo","[' ANYUJIN (IVE)', ' YUNA KIM']","[' 3schR1HLbYu3RqqPDiDFrE', ' 5wBTXLKoAsiWsKn3ijyGPo']", ANYUJIN (IVE), 3schR1HLbYu3RqqPDiDFrE, YUNA KIM, 5wBTXLKoAsiWsKn3ijyGPo,,,,,,,,,,,Move 
4299,Hush Hush (feat. MIYAVI) - Korean Version,Hush Hush ,KANGDANIEL,"KANGDANIEL, MIYAVI",7ys6BVqLd76ztQvc4Qan0L,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7sBtBCNVRujQhaHDODkfTN'}, 'href': 'https://api.spotify.com/v1/artists/7sBtBCNVRujQhaHDODkfTN', 'id': '7sBtBCNVRujQhaHDODkfTN', 'name': 'MIYAVI', 'type': 'artist', 'uri': 'spotify:artist:7sBtBCNVRujQhaHDODkfTN'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 7sBtBCNVRujQhaHDODkfTN",[' MIYAVI'],[' 7sBtBCNVRujQhaHDODkfTN'], MIYAVI, 7sBtBCNVRujQhaHDODkfTN,,,,,,,,,,,,,Hush 
4301,Fly,Fly,KANGDANIEL,"KANGDANIEL, Chancellor",3lVGVuyrh4zLTMUmVm4y9l,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0u06YeydlBk3awnk5KgdBx'}, 'href': 'https://api.spotify.com/v1/artists/0u06YeydlBk3awnk5KgdBx', 'id': '0u06YeydlBk3awnk5KgdBx', 'name': 'Chancellor', 'type': 'artist', 'uri': 'spotify:artist:0u06YeydlBk3awnk5KgdBx'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 0u06YeydlBk3awnk5KgdBx",[' Chancellor'],[' 0u06YeydlBk3awnk5KgdBx'], Chancellor, 0u06YeydlBk3awnk5KgdBx,,,,,,,,,,,,,Fly
4303,Outerspace (feat. Loco),Outerspace,KANGDANIEL,"KANGDANIEL, Loco",6FAxtrYysG7kIZlCreBf0q,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm'}, 'href': 'https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm', 'id': '2e4G04F77jxVuDYo44TCSm', 'name': 'Loco', 'type': 'artist', 'uri': 'spotify:artist:2e4G04F77jxVuDYo44TCSm'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 2e4G04F77jxVuDYo44TCSm",[' Loco'],[' 2e4G04F77jxVuDYo44TCSm'], Loco, 2e4G04F77jxVuDYo44TCSm,,,,,,,,,,,,,Outer
4306,Misunderstood (feat. Omega Sapien),Misunderst,KANGDANIEL,"KANGDANIEL, Omega Sapien",7FgMgclrMFW8OJ79e6NP65,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/46KQM3HJyONaKRTbcfNPlU'}, 'href': 'https://api.spotify.com/v1/artists/46KQM3HJyONaKRTbcfNPlU', 'id': '46KQM3HJyONaKRTbcfNPlU', 'name': 'Omega Sapien', 'type': 'artist', 'uri': 'spotify:artist:46KQM3HJyONaKRTbcfNPlU'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 46KQM3HJyONaKRTbcfNPlU",[' Omega Sapien'],[' 46KQM3HJyONaKRTbcfNPlU'], Omega Sapien, 46KQM3HJyONaKRTbcfNPlU,,,,,,,,,,,,,Misun
4308,Save U (feat. Wonstein),Save U (fe,KANGDANIEL,"KANGDANIEL, Wonstein",1K9pz7MiTZ3qeYwzg0jiz0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5o615XColiSVMPDWlslKSk'}, 'href': 'https://api.spotify.com/v1/artists/5o615XColiSVMPDWlslKSk', 'id': '5o615XColiSVMPDWlslKSk', 'name': 'Wonstein', 'type': 'artist', 'uri': 'spotify:artist:5o615XColiSVMPDWlslKSk'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 5o615XColiSVMPDWlslKSk",[' Wonstein'],[' 5o615XColiSVMPDWlslKSk'], Wonstein, 5o615XColiSVMPDWlslKSk,,,,,,,,,,,,,Save 
4310,State of Wonder,State of W,KANGDANIEL,"inverness, Anthony Russo, KANGDANIEL",4BrYTZfpZzeNAGbJ7kh2Z0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/17aCDXnpzF1XYVe0QrsRvs'}, 'href': 'https://api.spotify.com/v1/artists/17aCDXnpzF1XYVe0QrsRvs', 'id': '17aCDXnpzF1XYVe0QrsRvs', 'name': 'inverness', 'type': 'artist', 'uri': 'spotify:artist:17aCDXnpzF1XYVe0QrsRvs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6PFcrRZezCL5p9A0nwb7ki'}, 'href': 'https://api.spotify.com/v1/artists/6PFcrRZezCL5p9A0nwb7ki', 'id': '6PFcrRZezCL5p9A0nwb7ki', 'name': 'Anthony Russo', 'type': 'artist', 'uri': 'spotify:artist:6PFcrRZezCL5p9A0nwb7ki'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}]",5vGoWnZO65NBgiZYBmi3iW,"17aCDXnpzF1XYVe0QrsRvs, 6PFcrRZezCL5p9A0nwb7ki, 5vGoWnZO65NBgiZYBmi3iW","['inverness', ' Anthony Russo', ' KANGDANIEL']","['17aCDXnpzF1XYVe0QrsRvs', ' 6PFcrRZezCL5p9A0nwb7ki', ' 5vGoWnZO65NBgiZYBmi3iW']",inverness,17aCDXnpzF1XYVe0QrsRvs, Anthony Russo, 6PFcrRZezCL5p9A0nwb7ki, KANGDANIEL, 5vGoWnZO65NBgiZYBmi3iW,,,,,,,,,State
4312,Waves (feat. Simon Dominic & Jamie),Waves (fea,KANGDANIEL,"KANGDANIEL, Simon Dominic, JAMIE",3flzaEDKmeN3HGCCFmg8a1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/57W9ikVc6O2wLDtmclSjvN'}, 'href': 'https://api.spotify.com/v1/artists/57W9ikVc6O2wLDtmclSjvN', 'id': '57W9ikVc6O2wLDtmclSjvN', 'name': 'Simon Dominic', 'type': 'artist', 'uri': 'spotify:artist:57W9ikVc6O2wLDtmclSjvN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2YXlVLKq3X3soXd2aXUtIT'}, 'href': 'https://api.spotify.com/v1/artists/2YXlVLKq3X3soXd2aXUtIT', 'id': '2YXlVLKq3X3soXd2aXUtIT', 'name': 'JAMIE', 'type': 'artist', 'uri': 'spotify:artist:2YXlVLKq3X3soXd2aXUtIT'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 57W9ikVc6O2wLDtmclSjvN, 2YXlVLKq3X3soXd2aXUtIT","[' Simon Dominic', ' JAMIE']","[' 57W9ikVc6O2wLDtmclSjvN', ' 2YXlVLKq3X3soXd2aXUtIT']", Simon Dominic, 57W9ikVc6O2wLDtmclSjvN, JAMIE, 2YXlVLKq3X3soXd2aXUtIT,,,,,,,,,,,Waves
4314,Runaway (feat. YUMDDA),Runaway (f,KANGDANIEL,"KANGDANIEL, YUMDDA",7dGN5phHYNY4gBdMqj9Xn0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0su5mZ6qhvOUhz7ckEx8rR'}, 'href': 'https://api.spotify.com/v1/artists/0su5mZ6qhvOUhz7ckEx8rR', 'id': '0su5mZ6qhvOUhz7ckEx8rR', 'name': 'YUMDDA', 'type': 'artist', 'uri': 'spotify:artist:0su5mZ6qhvOUhz7ckEx8rR'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 0su5mZ6qhvOUhz7ckEx8rR",[' YUMDDA'],[' 0su5mZ6qhvOUhz7ckEx8rR'], YUMDDA, 0su5mZ6qhvOUhz7ckEx8rR,,,,,,,,,,,,,Runaw
4315,Movie (feat. Dvwn),Movie (fea,KANGDANIEL,"KANGDANIEL, Dvwn",7nVhJyJ4ROVPGYIY6iw27o,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6WWUJGBY4ETAE22tRmgJ8b'}, 'href': 'https://api.spotify.com/v1/artists/6WWUJGBY4ETAE22tRmgJ8b', 'id': '6WWUJGBY4ETAE22tRmgJ8b', 'name': 'Dvwn', 'type': 'artist', 'uri': 'spotify:artist:6WWUJGBY4ETAE22tRmgJ8b'}]",5vGoWnZO65NBgiZYBmi3iW,"5vGoWnZO65NBgiZYBmi3iW, 6WWUJGBY4ETAE22tRmgJ8b",[' Dvwn'],[' 6WWUJGBY4ETAE22tRmgJ8b'], Dvwn, 6WWUJGBY4ETAE22tRmgJ8b,,,,,,,,,,,,,Movie
4320,Refresh,Refresh,KANGDANIEL,"ZICO, KANGDANIEL",2puaMDKcQsJELzXol71uKF,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XpUIb8uuNlIWVKmgKZXC0'}, 'href': 'https://api.spotify.com/v1/artists/4XpUIb8uuNlIWVKmgKZXC0', 'id': '4XpUIb8uuNlIWVKmgKZXC0', 'name': 'ZICO', 'type': 'artist', 'uri': 'spotify:artist:4XpUIb8uuNlIWVKmgKZXC0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW'}, 'href': 'https://api.spotify.com/v1/artists/5vGoWnZO65NBgiZYBmi3iW', 'id': '5vGoWnZO65NBgiZYBmi3iW', 'name': 'KANGDANIEL', 'type': 'artist', 'uri': 'spotify:artist:5vGoWnZO65NBgiZYBmi3iW'}]",5vGoWnZO65NBgiZYBmi3iW,"4XpUIb8uuNlIWVKmgKZXC0, 5vGoWnZO65NBgiZYBmi3iW","['ZICO', ' KANGDANIEL']","['4XpUIb8uuNlIWVKmgKZXC0', ' 5vGoWnZO65NBgiZYBmi3iW']",ZICO,4XpUIb8uuNlIWVKmgKZXC0, KANGDANIEL, 5vGoWnZO65NBgiZYBmi3iW,,,,,,,,,,,Refre
4352,Peek-A-Boo,Peek-A-Boo,KARA,"Park Gyu Ri, HUR YOUNG JI",0Nyfks94e4Zp6DLgbRzh0I,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3eDTXcjpFF1Wxa4e7ZZICA'}, 'href': 'https://api.spotify.com/v1/artists/3eDTXcjpFF1Wxa4e7ZZICA', 'id': '3eDTXcjpFF1Wxa4e7ZZICA', 'name': 'Park Gyu Ri', 'type': 'artist', 'uri': 'spotify:artist:3eDTXcjpFF1Wxa4e7ZZICA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0FUmt6iMoB9sJpxZuWkOI5'}, 'href': 'https://api.spotify.com/v1/artists/0FUmt6iMoB9sJpxZuWkOI5', 'id': '0FUmt6iMoB9sJpxZuWkOI5', 'name': 'HUR YOUNG JI', 'type': 'artist', 'uri': 'spotify:artist:0FUmt6iMoB9sJpxZuWkOI5'}]",7aZ221EQfonNG2lO9Hh192,"3eDTXcjpFF1Wxa4e7ZZICA, 0FUmt6iMoB9sJpxZuWkOI5","['Park Gyu Ri', ' HUR YOUNG JI']","['3eDTXcjpFF1Wxa4e7ZZICA', ' 0FUmt6iMoB9sJpxZuWkOI5']",Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA, HUR YOUNG JI, 0FUmt6iMoB9sJpxZuWkOI5,,,,,,,,,,,Peek-
4353,Dreamlover,Dreamlover,KARA,"Park Gyu Ri, Han Seung Yeon",4WG7LqUnV1nRULOo5NHKA4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3eDTXcjpFF1Wxa4e7ZZICA'}, 'href': 'https://api.spotify.com/v1/artists/3eDTXcjpFF1Wxa4e7ZZICA', 'id': '3eDTXcjpFF1Wxa4e7ZZICA', 'name': 'Park Gyu Ri', 'type': 'artist', 'uri': 'spotify:artist:3eDTXcjpFF1Wxa4e7ZZICA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5kUgUgo1jFoAOiaiv8OP0o'}, 'href': 'https://api.spotify.com/v1/artists/5kUgUgo1jFoAOiaiv8OP0o', 'id': '5kUgUgo1jFoAOiaiv8OP0o', 'name': 'Han Seung Yeon', 'type': 'artist', 'uri': 'spotify:artist:5kUgUgo1jFoAOiaiv8OP0o'}]",7aZ221EQfonNG2lO9Hh192,"3eDTXcjpFF1Wxa4e7ZZICA, 5kUgUgo1jFoAOiaiv8OP0o","['Park Gyu Ri', ' Han Seung Yeon']","['3eDTXcjpFF1Wxa4e7ZZICA', ' 5kUgUgo1jFoAOiaiv8OP0o']",Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA, Han Seung Yeon, 5kUgUgo1jFoAOiaiv8OP0o,,,,,,,,,,,Dream
